timestamp,open,high,low,close,adjusted close,volume,dividend amount
2021-07-02,155.1400,156.9000,154.9500,156.7200,156.7200,2809602,0.0000
2021-06-30,156.4800,156.5900,150.4400,154.7900,154.7900,23033672,0.6750
2021-05-28,153.7600,158.0700,151.3000,155.7000,155.0128,29386193,0.0000
2021-04-30,147.4800,153.9596,147.0300,153.0100,152.3347,27334771,0.0000
2021-03-31,140.7400,148.4150,136.0200,147.0800,146.4308,40152733,0.5131
2021-02-26,138.3000,143.6700,137.4600,139.2100,138.1043,25150361,0.0000
2021-01-29,141.6100,143.0400,136.5900,137.0500,135.9615,29324555,0.0000
2020-12-31,139.6800,141.4000,137.0502,141.1700,140.0487,29888248,0.6644
2020-11-30,127.4400,140.5100,126.5700,138.3600,136.6083,28430367,0.0000
2020-10-30,129.5400,135.1300,124.1400,125.7400,124.1481,25337901,0.0000
2020-09-30,130.5900,134.2400,124.5000,128.6600,127.0311,26537151,0.5575
2020-08-31,123.4600,131.7200,123.2080,130.5900,128.3762,19021556,0.0000
2020-07-31,117.3100,124.6200,116.7700,123.0100,120.9247,28674893,0.0000
2020-06-30,117.5000,123.3700,112.9100,117.1800,115.1936,29975921,0.6006
2020-05-29,112.0600,118.5000,107.0800,117.6900,115.0969,28830573,0.0000
2020-04-30,99.4700,116.2800,98.4000,113.6000,111.0970,44799206,0.0000
2020-03-31,115.5900,122.3800,87.7100,103.3900,101.1120,85219468,0.4740
2020-02-28,125.9000,130.9100,111.6200,114.9100,111.8685,32830076,0.0000
2020-01-31,125.1400,129.3200,124.2000,125.3700,122.0516,28068000,0.0000
2019-12-31,122.6400,125.1600,120.1100,124.6600,121.3604,26488503,0.5985
2019-11-29,120.2200,123.0400,119.5700,122.5400,118.7195,21950537,0.0000
2019-10-31,119.8200,120.4400,114.9700,119.6100,115.8809,25419911,0.0000
2019-09-30,117.8000,121.2100,117.2200,119.5800,115.8518,19834659,0.5523
2019-08-30,117.8300,119.2300,112.3200,118.4200,114.1975,24271193,0.0000
2019-07-31,116.3900,119.6600,115.3500,117.7300,113.5321,15128983,0.0000
2019-06-28,108.5300,116.3600,108.1900,115.1600,111.0537,18290675,0.4734
2019-05-31,113.7600,113.7600,108.2500,108.4500,104.1486,18285556,0.0000
2019-04-30,110.3300,113.8300,109.7900,113.7200,109.2095,14841852,0.0000
2019-03-29,109.5600,110.0200,105.9600,109.6400,105.2914,16860360,0.5097
2019-02-28,104.2400,109.6900,103.5400,108.9100,104.1034,20136039,0.0000
2019-01-31,96.5200,104.3300,94.9900,104.1400,99.5439,27677789,0.0000
2018-12-31,109.4000,109.5000,91.6800,97.9500,93.6271,48706208,0.5772
2018-11-30,103.8700,108.4900,103.0700,107.9500,102.5879,25057935,0.0000
